Curso,Siglas,Calidad de la Guía de Estudio,Cumplimiento de los objetivos,Métodos de enseñanza utilizados,Labor desempeñada por los profesores,Dominio del contenido por parte de los profesores,"Orientación, interacción y retroalimentación brindada por los profesores",Criterios de evaluación utilizados,Exigencia de los profesores en las evaluaciones,Distribución de actividades en el tiempo,"Canales de comunicación (foros, chats, correo...) utilizados",Bibliografía recomendada,Variedad de recursos utilizados,Calidad de los recursos empleados,Cumplimiento de las expectativas,Satisfacción con el curso,Teléfono Móvil,Tablet,Laptop,PC de Escritorio,Datos Móviles,Nauta Hogar,Puntos Wifi,Salas de Navegación,Conexión desde su centro de trabajo,Otra,Q05_pregunta
Sostenibilidad Corporativa,SC,5,5,4,5,5,5,4,4,3,5,5,4,5,5,5,1,0,0,0,1,0,0,0,0,0,"El tiempo para dar respuesta a las evaluaciones,deberían tener en cuenta la extensión de los temas y de sus lecciones."
Sostenibilidad Corporativa,SC,4,4,5,5,5,4,4,4,5,3,5,4,4,4,5,0,0,1,0,1,0,0,0,0,0,Sin sugerencias.
Sostenibilidad Corporativa,SC,4,4,3,5,4,4,5,5,5,5,5,3,4,4,4,0,0,0,1,0,0,0,0,1,0,"Como experiencia que he vivido durante otros cursos a distancia. Me gustaria que incorporaran el sistema de videoconferencias o sea que los profesores brindaran la información de los temas a traves de videos, para mi como estudiane es más fácil el procesamiento de la información por esa vía, que a través de textos y lectura continua. Excelente curso y felicidades a los profesores."
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,0,0,0,1,0,"El curso me parece excelente, para los que como yo no nos habíamos adentrado en este aspecto tan importante al día de hoy, me ha servido para comenzar a mirar la necesidad de presentar el desarrollo en todas las aristas de la vida necesariamente desde la sostenibilidad, hubiera querido tener más tiempo para dedicarle al curso sobre todo por lo novedoso del tema para mi."
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,1,1,1,5,5,5,5,5,4,1,0,0,1,1,0,0,0,1,0,"Creo debería impartirse en más tiempo, porque es bastante contenido  a estudiar en muy poco tiempo.  Muy bueno el curso. Excelente"
Sostenibilidad Corporativa,SC,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,0,0,0,1,0,0,0,0,1,0,se sugere a los profesores para proximas ediciones usar videos grabados anteriormente donde expliquen detalladamente las lecciones en los diferentes temas.
Sostenibilidad Corporativa,SC,4,5,4,5,5,5,4,4,4,5,5,5,5,4,5,1,0,0,1,1,0,0,0,0,0,"Sería bueno que los temas los pudiéramos descargar ya que había que revisarlo en la red. Por lo demás ha sido muy buena la experiencia en el curso, la calidad y el pleno dominio de los profesores es algo a lo que la UCI la distingue por Excelencia. Muchas gracias por esta oportunidad de interractuar una vez con la Universidad que tanto me enseñó durante el tiempo que estuve laborando. "
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,0,0,0,1,0,"El  curso  esta  estructurado  muy bien, lo que el tiempo para estudiar  es  poco, ya que es  un tema  interesante y necesario para el trabajo de  nuestra organización y que se  aprende"
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,0,0,1,0,"De manera general este curso me gustó mucho, agradezco la atención y disposición del profesor Plasencia, en mi criterio mejor este curso no lo imagino. Gracias"
Sostenibilidad Corporativa,SC,5,4,4,5,5,5,4,4,5,5,1,5,5,5,5,0,0,0,1,0,0,0,0,1,0,El curso ha sido muy útil pues nos ayudó a superarnos profesionalmente y despertar el interés en temas tan importante como son el medio ambiente la economía y la sociedad y como lograr una equilibrio armónico de estas tres dimensiones y qué podemos hacer desde los diferentes puestos de trabajo desde donde nos desempeñamos para constribuir a fomentar una cultura ambiental .
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,Agregar elementos audiovisuales para mejorar la comprensión  de algunos métodos.
Sostenibilidad Corporativa,SC,4,4,3,4,5,5,5,4,4,5,5,2,2,4,4,1,0,1,0,1,0,0,1,0,0,Se podrán realizar más recursos educativos que le sean atractivos e interesantes al estudiante.
Sostenibilidad Corporativa,SC,5,5,5,4,5,3,5,5,5,4,5,4,4,4,5,1,0,0,1,1,0,0,0,1,0,Incluir un tema especificamente para la gestion de la sostenibilidad en Cuba
Sostenibilidad Corporativa,SC,4,5,4,4,5,5,5,5,5,5,5,4,4,5,5,1,0,1,1,1,0,0,0,1,0,videos donde los profesores explique las temáticas a estudiar.
Sostenibilidad Corporativa,SC,5,3,4,5,5,5,4,5,5,5,5,5,5,4,4,0,0,0,1,0,0,0,0,1,0,"Para mí fue un tema nuevo y ha  desarrollado en mí otra visión  sobre la  Sostenibilidad,  les sugiero mantener la  calidad del curso, muchas gracias a los profesores por su dedicación y  paciencia,    Gracias."
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,0,0,Que los intentos cambien al menos alguna pregunta o incisos para ponerle mayor dificultad.
Sostenibilidad Corporativa,SC,5,4,4,4,5,4,4,4,4,5,4,3,4,4,4,1,0,0,0,1,0,0,0,0,0,"La gran cantidad de bibliografía en inglés me limitó bastante a la hora de comprender todo lo explicado en el curso, desde el móvil es bastante complicado usar traductores. Sugerencia, en la medida de lo posible traducir las principales fuentes bibliográficas. "
Sostenibilidad Corporativa,SC,5,5,4,5,5,4,5,5,3,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,"Creo que sería útil, realizar cortes por cada tema del posgrado con respecto al Informe final, ya que por mi experiencia comencé a elaborar el informe luego de la tercera semana. Esta es la evaluación más exigente del posgrado y para que quede con calidad, hay que ir elaborando el documento según se cierran los temas.Sería bueno estudiar durante el curso, casos de estudio de organizaciones  sostenibles y otras en fases de implementación tanto cubanas como internacionales. "
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,1,0,0,1,0,0,0,0,"Les sugiero utilizar otros materiales o medios como videos educativos relacionados con el contenido que aborda el curso. De forma general, les felcito por este interesante curso que ha motivado el interés de los cursistas. Gracias a todos."
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,"De manera general, estoy muy satiesfecho con el Curso. Agradezco mucho al colectivo de profesores por la oportunidad. El curso posee un excelente diseño curricular y una presentación y montaje en la platafoma genial.Este espacio me ha servido para profundizar en los temas de la innovación en los medios de comunicación universitarios para garantizar la sostenibilidad de la excelencia.Como sugeencia solo les dejo la idea de implementar el curso en diferentes niveles y lugares del país. Por ejemplo, como superación para cuadros y directivos de instituciones, empresas y gobiernos locales (Intendentes). Además, implementar el curso también en otras universidades del país. Ello podría contribuir a ganar mayor cultura sobreel tema en sectores profesionales y de decisores."
Sostenibilidad Corporativa,SC,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,0,0,1,0,1,1,0,0,0,0,Considero que el curso aporta información de calidad para la superación en el tema que propone y cuenta con profesores capacitados y con habilidades para desarrollar con la máxima calidad el curso. Muchas Felicidades
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,mantenga la excelencia profe
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,1,0,0,1,1,1,0,0,1,0,"Sería importante la posible realización de webinars, con el empleo de plataformas como Google Meet u otras.Si bien consideré las evaluaciones acorde a los temas, no deberían limitarse a la realización de cuestionarios, podrían emplear audios de voz, elaboración de mapas conceptuales u otras más interactivas y prácticas (menos reproductivas).En esta nueva normalidad se hará imprescindible el empleo de recursos docentes digitales más interactivos, las diapositivas dispuestas eran excelentes, sin embargo, queda de los docentes buscar otros materiales más llamativos para enriquecer las diapositivas.He quedado gratamente sorprendido por el nivel del curso, del aula virtual, la seriedad y compromiso que  tienen con este proyecto. He participado en otros de universidades extranjeras, no estamos tan lejanos y desde mi experiencia, ha sido el mejor producto que he visto de lo que se hace en Cuba.Por ello decidí anotarme en los que abren en mayo.Agradecido, cordiales saludos"
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,0,0,0,1,0,"Considero que podría dejarse a consideración del estudiante cuando realizar una evaluación, y no tener que esperar quese habilite días despuéstieniendo en cuenta que el estudio de los contenidos si se puede hacer en cualquier momento. Por lo demás exelente programa y atención por parte de los profesores."
Sostenibilidad Corporativa,SC,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,0,0,0,0,0,"Creo que el formato del curso está muy bien planteado y no se me ocurre una sola cosa para cambiar, muy bien. "
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,0,1,0,1,0,0,0,1,0,Aumentar la cantidad de materiales de consulta en cada tema del curso
Sostenibilidad Corporativa,SC,4,4,4,4,5,5,4,4,4,5,5,4,4,4,4,0,0,1,1,1,0,0,0,1,0,Aplicar mas estos conceptos al sector de la informática y las telecomunicaciones. Esta la tesis doctoral de Juan Antonio Plasencia Soler entre las lecturas recomendadas del Tema 2. Utilizarla más como base del curso
Sostenibilidad Corporativa,SC,5,5,4,5,5,5,4,4,4,5,5,4,5,5,5,0,0,1,0,0,0,0,0,1,0,"Estimados profesores, primeramente darle las gracias por permitirnos ser parte de este importantísimo curso. Gracias por su acompanamiento y entrega en todo momento, por los conocimientos. El curso en lo particular para mi, superó mis espectativas, a pesar de la no presencialidad, los sentimos muy cerca, con sus consejos, opiniones y recomendaciones. Estuvo excelente, yo considero que para ediciones futuras del curso  a pesar de la bibliografía, sería bueno incorporar, si es que es posible, dentro de la plataformas, videos que nos permitan de cierta forma visualizar el tema en cuestión y nos ayuden a comprender mejor de forma práctica el conocimiento, o sea su aplicación en la vida cotidiana, de una empresa, organización o gobierno, sería buenísimo eso para que se comprenda mejor desde todos los ámbitos cuando en Cuba se habla de Sostenibilidad desde nuestro Gobierno, cuando pensamos en hacer Sostenible nuestro Socialismo. Muchísimas gracias nuevamente por todo."
Sostenibilidad Corporativa,SC,5,4,4,4,5,4,5,5,5,4,5,4,5,5,5,0,0,1,1,1,1,0,0,1,0,"Incorporar videos de los profesores sobre algunos de los temas, para que el curso no se base únicamente en leer y revisar la bibliografía y las lecciones montadas en el AulaCENED.Incluir algún encuentro síncrono entre todos los participantes y los profesores."
Sostenibilidad Corporativa,SC,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,0,0,1,1,0,0,0,0,1,0,"La calidad del curso está acorde al tipo de curso, pero sería bueno que durante el estudio de los temas se añadieran otras evaluaciones o trabajos cortos que obligue un poco más a los estudiantes a avanzar en tiempo en el desarrollo  del trabajo final."
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,0,0,0,1,0,0,0,0,0,"Considero que el curso está bien planificado, no le veo ningún aspecto negativo que se requiera mejorar, los profesores están pendientes a las respuestas en los foros. A mi opinión lo considero de 10"
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,El curso tiene muy buena calidad. 
Sostenibilidad Corporativa,SC,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,0,0,1,0,"El curso esta muy bien estructurado con su introducción, los tres temas cada uno con sus lecciones, encuestas, los foros para la participación muy buena occión ya que con los foros nos relacionamos todos los estudiantes del grupo de diferentes empresas y conocemos un poquito de cada uno los que participan en el curso. A mi personalmente me sirvio de mucho ya que aprendi algo nuevo no solo es para el presente si no para el futuro."
Sostenibilidad Corporativa,SC,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,0,1,0,1,1,1,0,0,0,0,Incorporar audios que acompañen el contenido con explicaciones complementarias.
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,0,0,1,0,"no tengo ninguna sugerencia, solo felicitar al equipo de profesores que organizo tan perfecto este curso que lo califico con total excelencia.estoy contenta por todo lo que he aprendido durante el curso y las experiencias en el intercambio de comentarios con otros estudiantes que me han aportado mucha informaciongracias por brindar sus conocimientos en la formacion de la sociedad"
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,0,1,1,1,1,1,0,0,0,0,Mayor rigor en  los exámenes de comprobación de conocimientos.
Sostenibilidad Corporativa,SC,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,0,1,0,"Se agradecería un Tema con elementos prácticos sobre la aplicación de los conceptos estudiados. Muy bien la tarea final con un estudio real de una organización, pero su realización fue compleja, ya que los elementos estudiados durante el curso eran de alcance teórico y en su mayoría de difícil comprensión como los indicadores de medición."
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,1,0,0,0,"Para mí es un curso muy instructivo  y didáctico que expone la importancia que hoy en día debe saberse acerca del  tema de sostenibilidad corporativa, con muy buena calidad del claustro de  profesores vinculados en el mismo, no tengo ninguna crítica al respecto."
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,0,0,0,1,0,0,0,0,1,0,"Pienso que potenciar mas el foro sería muy provechoso, pues comezamos con una pregunta inicial para responder pero de esa pregunta se deslindan muchas cosas que a través de un sistema de preguntas el profesor puede ir conduciendo al estudiante. No obstante esta experiencia fue muy enrriquecedora y bien estructurada. Transmitir la felicitación el profesor Soler  que fue el más activo en el foro y el que más apoyo nos brindó. Una duda:¿Si una entidad solicitaria impartir este curso fuera del marco de las escuelas de invierno o verano de la UCI, procedería?Muchas Gracias."
Sostenibilidad Corporativa,SC,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,1,0,1,0,1,0,0,0,0,0,Seria de gran utilidad que las clases se encontraran en pdf para poder descargarlas.
Sostenibilidad Corporativa,SC,4,4,5,4,4,5,4,4,4,4,3,3,3,4,4,0,0,1,1,0,1,0,0,1,0,
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,0,1,0,0,0,1,0,0,0,Estupendo el curso! Gracias a los profesores que lo impartieron. Saludos
Sostenibilidad Corporativa,SC,5,5,5,5,5,3,5,3,1,1,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,Considero que deben poner ejemplos de empresas cubanas que han adaptado iniciativas de sostenibilidad.
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,0,0,1,0,0,0,1,0,0,0,No tengo comentarios al respecto. Ha sido mi primera experiencia de aprendizaje virtual y ha superado con creces mis expectativas. Muchas gracias a todos los que lo hicieron posible. Espero que continúen.
Sostenibilidad Corporativa,SC,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,0,0,1,1,0,0,0,1,0,En mi opinión el curso estuvo muy bueno para mi fue tema nuevo e innovador quisiera seguir aprendiendo mas sobre la sostenibilidad coorporativa y todo lo referente a este tema. Yo me siento satisfecha aunque como dije para mi es un tema totalmente nuevo y no me considero haber alcanzado la máxima experiencia. Si hubiera un nueva edición de este curso quisiera participar para adquirir nuevas experiencias y conocimiento.
Sostenibilidad Corporativa,SC,5,5,4,4,5,5,4,5,5,4,5,4,5,5,5,1,0,0,0,1,0,0,0,0,0,Me parece bien 
Sostenibilidad Corporativa,SC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,"De manera general, el curso fue una gran experiencia. El diseño en la.plataforma excelente, dinámico y creativo. "
Sostenibilidad Corporativa,SC,4,4,4,5,5,5,4,4,4,5,4,4,4,5,5,1,0,0,1,1,0,0,0,1,0,"En lo particular yo considero que el curso estuvo  muy bueno  e interesante, me hubiese gustado haber tenido mas tiempo  para poder participar en nos foros de debate, pero desgraciadamente no me fue posible por complicaciones en el trabajo.  Me siento muy satisfecha  con el curso considero que sobre cumplió mis expectativas. Gracias a todos los profesores "
Reconocimiento Lógico Combinatorio de Patrones,RLCP,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,Ampliar el plazo de tiempo para entregar las evaluaciones debido la complicada situación epidemiológica existente en el país
Reconocimiento Lógico Combinatorio de Patrones,RLCP,5,4,5,5,5,4,4,4,4,5,5,5,5,4,4,1,0,1,0,1,1,0,0,0,0,"El curso tiene muy buena calidad y está muy interesante sólo que con la situación actual se dificultó un poco el trabajo de los primeros temas porque no había una itercción con especialitas de diferentes áreas donde quizás se pudo explotar más el contenido dado en el curso, por lo tanto desarrollar el problema fue un poco complejo y tomó más tiempo, por lo que quizás para futuras convocatorias del se deba tener esto en cuenta."
Reconocimiento Lógico Combinatorio de Patrones,RLCP,3,5,5,5,5,4,1,5,2,3,3,5,5,3,4,0,0,1,0,0,1,0,0,0,0,Sugiero aumentar si es posible la documentación con ejemplos resueltos desde cero hasta la formulación final de los algoritmos.
Reconocimiento Lógico Combinatorio de Patrones,RLCP,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,0,0,1,0,0,1,0,0,0,0,"Considero que el curso cumplió las espectativas,pero sería bueno que tuviéramos un poco más de tiempo para poder profundizar mejor en los temas estudiados."
Reconocimiento Lógico Combinatorio de Patrones,RLCP,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,0,0,1,0,0,1,0,0,0,0,"Solo un poco de dificultad, por mi parte, a la hora de entender las formulas presentadas en las diapositivas."
Reconocimiento Lógico Combinatorio de Patrones,RLCP,2,2,1,4,5,5,4,4,5,5,1,3,3,2,2,0,0,1,0,1,0,0,0,1,0,"Deberían mejorar la didáctica de las clases porque el contenido es muy abstracto, y es difícil llegar a entender lo que se quiere hacer comprender. Para ello podrían utilizar más ejemplos (muchos más) y aunque las clases estén basadas en determinada bibliografía, podrían variar un poco. Concretamente tuve una insatisfacción: para comprender el algoritmo BT busqué en varias bibliografías y en todas el ejemplo presentado increíblemente es el mismo.Por favor, este curso puede ser mucho mejor, pero para ello les sugiero hacer las clases más prácticas. Muchas gracias"
Reconocimiento Lógico Combinatorio de Patrones,RLCP,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,"Para proximos cursos tener en cuenta la conectividad de los participantes, en mi caso en particular me interesaba muchisimo el curso y en mi lugar de residencia la conectividad es pesima: 2g y mala y me fue muy engorroso la entrega de las actividades en tiempo y por tal motivo no pude realizar la tarea de un tema"
Reconocimiento Lógico Combinatorio de Patrones,RLCP,4,4,3,4,5,3,4,4,4,3,4,4,4,3,3,1,0,1,0,1,1,0,0,1,0,"Podrían crear una serie de ejemplos de aplicacion de los algoritmos y tecnicas de las clases,por ejemplo yo tuve problemas con la tecnica Button-Top de trabajo con testores,no comprendi bien el ejmplo,y busque en mas de 8 referencias bibliograficas y o no habia ejemplo alguno o era el mismo de la conferencia,lo mismo se aplica para los distintos algoritmos de clasificación,un ejemplo integrador siempre ayuda a consolidar los conocimientosTambien opino sería beneficioso que se creara algun espacio para discutir o aclarar dudas en tiempo real,ya sea a traves de videconferencias conjuntas o de chats de voz,pese a la posibilidad de la comunicacion mediante mensajes la interactividad sin duda sería de gran ayuda"
Reconocimiento Lógico Combinatorio de Patrones,RLCP,4,4,3,5,2,4,5,5,4,5,5,5,4,4,4,0,0,1,0,0,0,0,0,1,0,"En general el curso y el tema has sido de interés, sin embargo, creo conveniente programar al inicio una sesión en línea para despejar posibles dudas del proceso a seguir para dar cumplimiento con los entregables."
Reconocimiento Lógico Combinatorio de Patrones,RLCP,3,3,2,4,4,4,3,3,5,2,4,4,4,3,2,0,0,0,1,0,0,0,0,1,0,Administrar más las actividades.
Posicionamiento Web,PWEB,5,5,4,5,1,5,1,5,5,5,5,5,5,4,5,1,0,0,1,1,0,0,0,1,0,"De forma general un curso muy intersante. Para mi  se podrian mejorar los métodos de enseñanza en el sentido de incluir videos explicativos de los temas. Las presentaciones abarcaron bien el contenido de cada tema pero seria bueno tener en cuenta los videos en que los profes expliquen con mas profundidad con ejemplos practicos, Además de la biblografia y del uso del internet.Igual estoy agradecida pues aprendi bastante y me dio impulso para seguir profundizando en el tema."
Posicionamiento Web,PWEB,5,5,4,5,5,5,5,5,4,5,4,4,4,5,5,0,0,1,1,0,1,0,0,1,0,"Creo que el curso deberia tener dos parteUna con todos los elementos teoricos, y otro con mas elementos practicos, y estar enfocado a dos tipos de alumnosaquellos que tienen conocimientos informaticos, ya sea por formación o desde el punto de vista autodidacticoaquellos que no tienen conocimientos informaticos, osea, que tienen otro tipo de formacion, como por ejempo, desde las ciencias sociales .Debido a que la percepción  puede ser diferente, y en entornos virtuales, es complejo, lograr la nivelación requerida que cuando es presencial."
Posicionamiento Web,PWEB,4,4,3,5,5,5,4,5,5,5,5,5,5,3,3,1,0,0,0,1,0,0,0,1,0,Nada
Posicionamiento Web,PWEB,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,0,0,0,1,0,0,0,0,1,0,Mayor interaccion con los compañeros del curso
Posicionamiento Web,PWEB,4,4,4,1,4,1,3,1,3,1,4,1,4,4,4,0,0,1,1,0,1,0,0,0,0,Ninguna
Posicionamiento Web,PWEB,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,1,0,La única sugerencia es que se mantenga la calidad del curso y la calidad de la atencion de las profesoras.
Posicionamiento Web,PWEB,5,5,4,3,5,5,5,4,3,5,5,4,5,5,5,0,0,1,0,0,1,0,0,1,0,En sentido general el curso esta bien organizado y los conocimientos adquiridos me servirán para el desarrollo de mi profesión como Ingeniero Informático
Posicionamiento Web,PWEB,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,0,0,1,0,1,0,1,0,0,0,"Variar un poco los medios de enseñanza y materiales completarios, utilizar audiovisuales, infografías, etc."
Posicionamiento Web,PWEB,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,0,0,0,1,0,0,0,0,1,0,"Considero que el presente curso, para tratarse de un curso básico o introductorio por así decirlo está bien concebido. Mi sugerencia está en lograr, a pesar de tratarse de modalidad a distancia, lograr más interacción entre cursantes y profesores, quizás a través de salas de videoconferencias, y además, poder desarrollar alguna que otra actividad más práctica. Por ejemplo en este caso, se pudo haber tomado un sitio muy básico y en conjunto con los profesores implementarle todos los agregados que llevaría el SEO on-site. En fin de manera general estoy satisfecho,  porque me deja conocimientos suficientes para motivarme a profundizar en este interesante tema."
Posicionamiento Web,PWEB,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,1,0,0,0,0,En primer lugar agradecer por aceptarme en curso y felicitar a las profesoras por su gran trabajo sobre todo atendiendo las dudas de los estudiantes y realizando acertadas sugerencias en las evaluaciones. También quisiera destacar las presentaciones de cada tema las cuales estuvieron muy precisas y estructuradas de manera excelente. Felicidades!
Posicionamiento Web,PWEB,4,4,4,5,5,5,4,4,4,5,4,4,4,5,5,0,0,1,1,0,0,1,0,1,0,Considero que fue un curso muy bueno el cual cumplió con mis expectativas.
Posicionamiento Web,PWEB,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,0,0,1,1,0,0,1,0,1,0,"En la medida de lo posible, utilizar más videos y audios."
Posicionamiento Web,PWEB,4,4,5,5,5,5,4,4,4,5,4,4,4,4,4,1,0,0,1,1,0,0,0,1,0,El curso está bien concebido y posee un alto nivel de interacción. Sugiero incluir videos didácticos y herramientas para el análisis SEO con sus manuales respectivos.
Posicionamiento Web,PWEB,3,4,3,4,5,4,3,4,3,4,3,3,3,4,4,0,0,0,1,0,0,0,0,1,0,Creo que es muy buena idea aprender a usar herramientas que  nos ayuden al posicionamiento por lo que sería buena idea que el curso tuviera una  evaluación en base a la utilización de alguna de estas herramientas.
Posicionamiento Web,PWEB,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0,1,0,0,1,0,0,0,0,Primer curso virtual de la UCI en que participo y creo que seguiré optando por más Excelente forma de superarse en estos tiempos de pandemia . Felicitaciones a las profesoras
Posicionamiento Web,PWEB,5,5,5,5,5,4,5,5,4,4,5,5,5,4,4,0,0,0,1,0,0,0,0,1,0,"Lograr tener más interaccion con los estudiantes, además de las salas de encuentro."
Posicionamiento Web,PWEB,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,0,0,"En mi opinión muy bueno el curso, pude profundizar más en el tema y me quedo con muy buenos conocimientos."
Posicionamiento Web,PWEB,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,1,0,0,0,1,0,0,0,0,0,Hola! Considero que pudieran ofrecer más bibliografía para los próximos cursos.
Posicionamiento Web,PWEB,4,4,4,4,4,1,4,4,4,1,4,3,4,4,4,0,0,1,1,1,0,0,0,1,0,No tengo sugerencias para mejorar la calidad del curso. Gracias por el tiempo dedicado.
